u	v	length
40282	43046	180.48399999999998
40283	44319	79.359
40283	37779	185.27
40284	40282	76.39
40284	40285	87.73
40284	10267	180.227
40285	10270	180.162
40285	40906	78.19200000000001
40285	40284	87.73
40286	38521	130.608
40286	48459	29.223
40287	40286	80.743
40287	38825	41.266
40287	48459	70.94
40288	44341	77.481
40289	33248	79.536
40289	5773	116.435
40290	43892	77.653
40290	40331	272.997
40291	40288	240.149
40291	7963	76.365
40292	40289	78.831
40292	43980	126.978
40292	43978	81.18299999999999
40293	40291	197.808
40293	21255	76.37
40294	36385	60.763999999999996
40294	45429	64.03
40294	39370	65.705
40295	15789	85.764
40295	42205	6.655
40295	10240	204.0
40296	40293	194.20899999999997
40296	53490	76.30199999999999
40297	40303	93.902
40297	46297	113.767
40297	54060	49.477999999999994
40298	27669	316.84600000000006
40298	39650	39.806
40298	740	114.287
40299	36665	266.785
40299	46306	79.254
40299	41372	79.371
40300	40301	234.449
40300	36665	123.408
40300	41370	79.124
40300	46307	79.463
40301	40300	234.449
40301	46308	78.626
40301	41368	73.861
40302	40347	22.513
40303	40297	93.902
40304	51805	95.82
40305	36535	45.514
40305	40306	138.996
40306	40305	138.99599999999998
40306	52935	69.867
40307	23429	21.787
40307	35290	63.265
40307	46782	215.30399999999997
40308	40309	100.439
40309	40308	100.439
40309	49110	79.829
40309	49113	115.60499999999999
40310	12690	97.602
40310	47048	405.784
40310	47723	113.007
40311	40312	110.807
40311	52460	92.976
40311	47797	34.281
40312	40313	135.08
40312	40311	110.807
40312	37861	17.956
40313	40317	69.537
40313	40312	135.08
40313	37860	17.08
40314	51154	37.909
40315	40316	15.901
40315	17353	20.263
40315	3925	44.332
40316	3926	23.063
40316	40315	15.901
40316	17353	30.211
40317	40313	69.537
40318	49661	61.19
40318	40319	180.15
40318	45779	243.36299999999994
40319	27672	119.635
40319	40318	180.15
40319	45772	276.68399999999997
40319	52679	190.98199999999997
40320	29131	16.559
40320	23779	66.53
40320	29129	18.998
40320	23776	59.973
40321	46967	70.099
40321	40322	257.826
40321	51104	75.714
40322	51106	76.972
40322	40321	257.826
40322	53627	70.735
40323	51116	76.634
40323	52357	68.332
40323	40322	162.51299999999998
40324	40325	233.644
40324	13645	76.985
40324	13644	82.906
40324	31349	152.163
40325	32269	228.776
40325	40324	233.644
40325	20594	81.548
40325	20592	78.752
40326	41103	187.925
40326	38961	731.4599999999998
40327	21626	7.285
40327	36088	60.61
40328	8975	102.326
40329	17743	81.547
40329	17740	78.946
40329	32269	152.744
40329	14689	235.398
40330	40332	50.567
40330	12847	93.503
40330	54529	68.549
40331	34395	80.85
40331	37696	274.96
40332	40330	50.567
40333	39981	179.608
40334	41824	66.892
40334	47613	84.824
40334	27593	56.125
40334	51233	124.88499999999999
40335	31452	249.208
40335	40338	208.873
40335	51567	79.07900000000001
40335	51569	79.043
40336	40337	209.358
40336	36776	30.734
40336	15105	197.613
40337	40336	209.358
40338	40339	226.177
40338	41275	77.203
40338	41277	79.619
40339	40341	155.59
40339	11049	77.792
40340	30974	235.279
40341	13538	86.912
40341	11048	81.858
40342	40343	118.5
40342	33883	42.007
40342	45290	37.35
40343	40344	132.284
40343	40342	118.5
40343	33881	40.283
40343	42648	51.278
40344	40343	132.284
40345	55149	67.205
40346	8899	76.24
40346	11091	54.345
40347	40302	22.513
40347	11184	88.22300000000001
40347	40102	124.91499999999999
40348	51357	31.52
40348	51359	74.838
40349	44744	25.592
40349	40351	595.351
40349	8881	87.43700000000001
40350	40353	127.48
40350	26540	79.14
40350	22397	79.206
40351	53052	84.321
40351	41205	143.403
40351	40354	345.46400000000006
40351	40349	595.351
40352	40491	200.385
40352	3561	84.83099999999999
40352	40355	116.827
40353	32747	158.485
40353	40616	79.274
40354	40357	74.474
40354	7310	84.755
40354	48351	152.857
40354	40351	345.46400000000006
40355	40455	143.709
40355	40352	116.558
40356	51310	79.404
40356	40360	181.073
40357	40358	83.858
40357	40354	74.474
40358	15184	101.113
40358	40359	76.912
40358	40357	83.858
40358	8889	83.554
40359	51241	97.022
40359	40361	117.101
40359	40358	76.912
40360	40362	182.63
40360	26543	98.743
40360	22401	90.322
40361	40359	117.101
40361	5337	10.365
40361	50521	66.311
40362	947	71.127
40362	40364	125.816
40363	34932	105.99
40363	34935	107.506
40363	34929	183.652
40364	31767	127.56800000000001
40365	4782	71.324
40365	47881	84.737
40365	13845	115.32499999999999
40366	40367	86.099
40366	4723	85.91499999999999
40366	47876	84.982
40366	13844	95.894
40367	54786	190.962
40367	54902	140.561
40367	40368	77.91
40367	40366	86.099
40368	54784	192.727
40368	54898	140.407
40368	40367	77.91
40368	40369	78.245
40369	1508	86.701
40369	54894	135.434
40369	40371	108.51499999999999
40369	40368	78.245
40370	40370	96.29499999999999
40370	40370	96.29499999999999
40370	1957	29.456
40371	1502	145.54
40371	13853	84.92099999999999
40371	40369	108.51500000000001
40372	40373	64.232
40372	35753	99.774
40372	400	97.79299999999999
40373	40372	64.232
40374	51059	122.14000000000001
40375	54014	67.779
40375	49201	5.99
40375	40376	81.157
40376	40378	93.549
40376	40375	81.157
40376	54704	176.64
40376	37468	270.66499999999996
40377	40379	173.885
40377	19498	75.878
40377	19497	78.388
40378	40380	82.854
40378	40376	93.549
40378	41537	190.15
40379	40377	173.885
40379	40382	27.204
40379	29215	49.423
40380	40381	82.909
40380	40378	82.854
40380	49088	199.81
40381	40384	81.163
40381	40380	82.909
40381	47999	126.23
40382	40383	137.915
40382	23254	51.038
40382	40379	27.204
40383	40382	137.915
40383	42833	79.508
40383	40386	128.227
40383	42832	79.065
40384	40381	81.163
40385	46757	21.583
40386	42690	86.737
40386	42689	88.448
40386	40383	128.227
40387	35923	9.199
40387	35460	81.88
40387	10087	46.8
40388	35931	54.948
40388	53788	104.236
40388	35923	50.48
40389	40391	154.935
40389	39728	79.722
40390	23246	86.362
40390	30818	86.994
40390	40392	150.07
40391	40393	86.862
40391	46095	78.393
40392	48054	72.964
40392	40390	150.07
40392	48056	81.515
40393	45181	79.466
40393	45180	79.524
40393	3081	58.519000000000005
40394	40455	164.702
40394	21901	82.361
40394	20350	84.10499999999999
40394	40574	246.018
40395	33733	211.19
40395	34996	30.497
40395	31227	71.505
40395	23247	81.115
40396	44027	74.43
40396	44030	75.763
40396	40397	194.65200000000002
40396	33733	195.189
40397	19399	75.541
40397	19397	74.544
40397	40400	208.458
40397	40396	194.65200000000002
40398	36880	49.583
40398	19644	33.637
40398	36873	98.87100000000001
40399	40412	43.626
40400	5335	86.155
40400	5342	92.548
40400	40409	59.754000000000005
40400	40397	208.458
40401	24348	122.968
40401	40402	54.622
40402	16518	22.33
40403	36866	74.249
40403	20184	897.526
40404	47671	77.836
40404	40406	215.641
40405	45296	79.644
40405	40404	154.984
40406	44801	80.275
40406	40408	230.54000000000002
40407	40241	81.924
40407	22847	31.432000000000002
40408	20990	68.48599999999999
40408	50142	76.83200000000001
40409	40400	59.754000000000005
40409	5342	67.619
40409	33836	285.80899999999997
40410	40611	69.345
40410	40411	63.67699999999999
40411	40412	161.817
40411	40611	46.473
40411	40410	63.67699999999999
40412	40411	161.817
40412	40399	43.626
40412	44506	39.968
40412	44504	77.924
40413	40414	86.304
40413	42748	180.34
40413	42474	163.935
40414	40413	86.304
40414	41411	81.321
40414	40416	204.044
40414	42478	156.689
40415	40487	79.251
40415	40486	78.435
40415	30908	257.776
40416	24130	66.177
40416	40414	204.044
40416	4104	265.246
40417	45207	122.068
40417	33714	81.63300000000001
40418	40417	65.88900000000001
40418	42415	155.548
40419	35501	60.849
40419	38138	79.227
40419	37750	264.308
40419	42860	164.375
40420	17231	111.654
40420	40699	49.56
40420	40698	176.003
40421	54965	15.434
40421	41412	78.858
40422	40423	264.275
40422	38135	79.619
40423	39880	113.594
40423	41318	79.152
40423	38136	79.664
40424	49383	112.585
40424	39175	76.68700000000001
40425	46214	302.267
40425	45463	85.487
40426	40902	73.509
40426	34772	93.863
40427	46199	80.222
40427	40425	155.687
40428	40426	185.692
40428	49496	45.343
40429	40431	46.317
40430	43565	143.26
40430	45467	84.641
40431	40429	46.317
40431	49958	83.309
40431	40433	79.13900000000001
40431	44374	63.809
40432	40430	152.906
40432	47743	79.039
40433	44741	164.748
40433	44740	80.876
40433	40431	79.13900000000001
40434	12245	134.34699999999998
40434	42462	428.456
40435	40432	217.057
40435	44884	84.057
40436	22881	86.137
40436	34842	195.94299999999998
40437	4204	1574.6430000000003
40438	40440	216.274
40438	44937	38.512
40438	40483	78.574
40439	40441	185.957
40439	11267	94.598
40439	41449	91.189
40440	40442	227.99
40440	40488	77.91199999999999
40441	40439	185.957
40441	50698	87.019
40441	41448	89.118
40442	47281	75.515
40442	40443	213.692
40443	40498	77.79599999999999
40443	47282	75.556
40444	50613	48.442
40444	50614	127.81200000000001
40445	40446	76.181
40445	54060	94.292
40445	54058	153.01
40446	40448	77.249
40446	40445	76.181
40446	51746	80.411
40446	51745	151.834
40447	50613	37.145
40447	40444	46.556
40448	40453	75.658
40448	40446	77.249
40448	19660	94.863
40448	1269	151.147
40449	40451	271.401
40449	44960	85.943
40450	40461	81.552
40450	44544	79.125
40450	24514	238.504
40451	42384	81.083
40451	46461	131.37
40452	44143	86.269
40452	42386	80.31899999999999
40453	40448	75.658
40453	51800	76.147
40453	47190	238.068
40454	54396	71.088
40455	40394	164.702
40455	21556	86.019
40455	40681	84.78299999999999
40455	40355	143.709
40456	20963	674.236
40456	50140	111.305
40457	46174	85.84400000000001
40457	40458	155.185
40458	45488	79.10499999999999
40459	3360	21.634
40459	50873	85.97000000000001
40460	40459	145.276
40460	45496	80.081
40461	40450	81.552
40461	40474	76.802
40461	53285	174.21
40462	44544	79.032
40462	24518	238.185
40462	44542	79.00200000000001
40463	40460	153.161
40463	47715	85.827
40464	40468	189.105
40465	40469	78.938
40465	47862	119.674
40465	30912	155.636
40465	36276	62.403000000000006
40466	40463	217.29600000000002
40466	44856	79.079
40467	52119	59.801
40467	50487	245.20499999999998
40468	5851	94.919
40468	40464	189.105
40468	20026	77.906
40468	20029	94.805
40468	5847	89.129
40468	40472	108.942
40469	53548	80.548
40469	40465	78.938
40469	52104	102.03
40469	38637	184.905
40470	53710	77.598
40471	40466	228.386
40471	27151	87.033
40472	19245	136.355
40472	19242	75.335
40472	40468	108.942
40473	44188	58.907
40473	40479	179.889
40473	39396	110.00999999999999
40474	40461	76.802
40474	24510	238.987
40474	44550	77.91
40475	42169	81.034
40475	40476	81.673
40475	44487	245.485
40475	38446	326.154
40476	40475	81.673
40476	53548	173.851
40476	51477	82.742
40476	50415	88.921
40477	40531	7.041
40477	40503	48.201
40478	40480	78.899
40478	42169	79.606
40478	41889	245.451
40478	38451	319.155
40479	12551	77.79
40479	12549	77.52
40479	31736	74.562
40479	40473	179.889
40480	40481	112.583
40480	40478	78.899
40480	38454	307.715
40480	11060	42.694
40481	40487	78.751
40481	40480	112.583
40481	38458	285.038
40482	43890	54.82199999999999
40483	28464	74.396
40483	40438	78.574
40484	45173	74.303
40484	40483	52.916
40485	24073	85.961
40485	45329	63.986
40485	40494	260.948
40486	40489	82.545
40486	40415	78.435
40486	47701	247.361
40487	40415	79.251
40487	40481	78.751
40487	7118	269.478
40488	44757	74.008
40488	40484	162.528
40489	40490	94.075
40489	40486	82.54499999999999
40489	38473	243.05899999999997
40490	40489	94.075
40490	38474	242.018
40491	40352	200.385
40491	4468	84.767
40491	4466	85.244
40491	23644	174.50099999999998
40492	13516	27.28
40493	40442	77.642
40493	40488	228.178
40494	40485	260.948
40495	40497	95.661
40495	36218	78.03
40495	40505	79.926
40496	26516	102.735
40496	40499	75.916
40496	24358	276.961
40496	30517	236.527
40497	39979	79.231
40497	40495	95.661
40497	36219	81.62
40498	40493	213.875
40498	40443	77.79599999999999
40498	45645	73.68799999999999
40499	3549	73.417
40499	40501	77.451
40499	49440	224.75199999999998
40500	39979	79.789
40500	53716	140.716
40500	6830	103.792
40500	54916	56.254999999999995
40501	40499	77.451
40501	40504	78.358
40502	25342	77.619
40502	45646	73.714
40502	40498	224.12100000000004
40503	31201	29.373
40503	39356	129.528
40504	20761	90.041
40504	40501	78.358
40504	40510	92.639
40505	39980	142.829
40505	40495	79.926
40505	53711	92.104
40506	30390	55.191
40507	40509	33.327
40508	49821	77.957
40508	45647	73.439
40508	40502	227.969
40509	31079	82.471
40510	40504	92.639
40510	52333	109.483
40510	52331	75.846
40511	52633	97.776
40511	21264	446.965
40512	31710	35.827
40513	31710	126.54400000000001
40514	38075	10.743
40514	4537	84.517
40515	40508	228.496
40515	49910	77.684
40515	45648	73.405
40516	53445	19.614
40516	53445	93.04799999999999
40516	50633	73.613
40517	36846	165.416
40517	50631	130.852
40517	53445	63.89300000000001
40518	21231	417.65999999999997
40518	31975	882.59
40519	43325	85.109
40519	39758	13.391
40519	40521	266.907
40520	34535	69.464
40520	5764	34.972
40520	5765	41.625
40520	39501	195.57299999999998
40521	40523	96.289
40521	40519	266.907
40521	41344	84.916
40521	41339	85.88
40522	1917	64.857
40523	40527	89.244
40523	40521	96.289
40523	43426	86.31
40524	40526	75.17
40524	36843	18.013
40524	47040	103.09899999999999
40525	27843	74.801
40525	45974	207.591
40525	50088	38.914
40526	30552	14.448
40526	40524	75.17
40526	11556	199.483
40527	40523	89.244
40527	39893	88.41900000000001
40527	43130	247.885
40529	40532	132.809
40529	39893	140.127
40529	45654	85.705
40529	47140	86.021
40530	24274	154.883
40530	40535	252.944
40531	31201	41.546
40531	51628	68.935
40532	24144	269.546
40532	40529	132.809
40532	44656	85.539
40532	44653	86.121
40533	50071	75.304
40533	40553	10.034
40533	12798	69.897
40534	44321	86.505
40534	37789	134.252
40534	44323	86.605
40535	40555	1149.531
40536	40544	152.058
40536	41237	84.07
40536	41234	81.215
40537	4466	162.033
40538	45125	80.193
40538	37248	68.957
40539	38924	83.01599999999999
40539	30524	130.215
40540	43259	78.718
40540	38542	273.664
40541	40540	273.917
40541	50511	37.3
40542	13267	70.416
40542	38697	70.211
40542	34679	183.468
40543	53125	227.796
40544	40545	251.077
40544	40536	152.058
40544	49228	83.144
40544	6575	80.378
40545	40544	251.077
40545	46588	23.364
40545	48728	70.892
40546	45126	79.68
40546	40541	278.999
40547	40549	56.592
40547	9444	78.514
40547	9439	79.528
40548	40551	66.093
40548	37923	87.99600000000001
40548	39204	120.774
40549	18334	78.608
40549	18333	79.013
40550	40546	268.785
40550	42316	84.676
40550	34515	267.529
40551	40548	66.093
40552	40554	67.11
40552	52595	45.993
40552	41520	51.800999999999995
40552	53951	150.264
40553	40556	80.244
40553	50044	72.448
40553	40533	10.034
40554	40552	67.11
40554	47467	111.274
40554	40557	49.752
40555	24276	280.74399999999997
40555	40756	609.8580000000001
40556	40553	80.244
40557	40558	76.31
40557	40554	49.752
40557	50316	111.904
40558	40557	76.31
40558	41516	220.672
40558	35828	82.55000000000001
40558	48531	123.845
40559	39791	90.694
40559	41777	252.87
40559	40564	96.974
40560	40561	263.267
40560	42930	78.971
40561	41354	34.076
40561	41350	79.298
40561	40563	95.542
40562	52853	53.521
40562	40565	203.003
40562	78	81.866
40562	54874	124.59299999999999
40563	43433	78.91399999999999
40563	42932	79.012
40564	35893	101.9
40564	40559	96.97399999999999
40565	11720	78.329
40565	39455	151.649
40565	40562	203.003
40566	35893	13.315
40566	42986	77.261
40566	53439	307.071
40567	40569	59.068
40567	40571	532.748
40567	42587	78.536
40568	40570	132.274
40568	45073	79.5
40568	42923	78.735
40569	40571	45.404
40569	40567	59.068
40569	40914	103.75
40570	24149	270.084
40570	44662	79.586
40570	42925	78.311
40571	40569	45.404
40571	49589	89.94800000000001
40571	40567	532.7479999999999
40572	42928	78.057
40572	44235	81.655
40572	44372	332.0810000000001
40573	40577	132.067
40573	3862	132.907
40573	3526	79.576
40573	12066	125.807
40574	7282	164.50900000000001
40574	40650	159.62
40574	40394	246.01800000000003
40575	40576	216.603
40575	34205	70.4
40575	41893	76.221
40576	40575	216.603
40576	51635	83.769
40576	51634	92.472
40577	40583	79.067
40577	28614	127.285
40578	39185	87.521
40578	43804	108.77099999999999
40578	43808	153.757
40579	49160	137.918
40580	40581	74.088
40580	40582	75.038
40580	41899	148.929
40581	40580	74.088
40581	39185	80.831
40581	47635	154.374
40582	40580	75.038
40582	41987	154.814
40582	40584	74.129
40583	40589	79.27
40583	32735	156.336
40584	40582	74.129
40584	40585	74.414
40584	50458	149.318
40585	42094	70.618
40585	40584	74.414
40586	45931	78.756
40587	39972	33.512
40587	40590	32.359
40588	40587	146.468
40588	10863	42.465
40588	48213	43.11
40589	32736	156.946
40589	40594	79.271
40589	54434	127.699
40590	40587	32.359
40590	48211	8.11
40590	36497	156.62800000000001
40591	42087	223.478
40592	41866	115.716
40592	35522	106.79199999999999
40593	40592	147.37800000000001
40594	32737	156.88
40594	14453	61.452
40594	40598	79.203
40595	54641	174.507
40595	24751	20.618
40595	40596	136.501
40595	11928	136.897
40596	40599	83.613
40596	40595	136.501
40596	11928	115.34100000000001
40597	3439	142.393
40597	39603	122.126
40597	46192	80.112
40598	32738	157.417
40598	40881	61.679
40598	40601	79.403
40599	40603	101.219
40599	40596	83.613
40599	52454	53.098
40599	48595	190.80700000000002
40600	4506	102.749
40601	40608	79.002
40601	32739	157.123
40601	24304	127.251
40602	40604	142.168
40602	51126	81.27300000000001
40603	40599	101.219
40604	40605	155.04
40604	46612	81.76
40605	47731	81.77
40605	40606	216.049
40606	44867	81.426
40606	40609	228.40900000000002
40607	30955	127.355
40607	32741	157.682
40607	40610	79.135
40608	40607	79.338
40609	50225	80.813
40609	36426	168.88600000000002
40610	34168	79.339
40610	32742	157.874
40611	40411	46.473
40611	40490	492.2520000000001
40612	26197	54.887
40613	40614	79.205
40613	32744	158.241
40614	22397	127.392
40614	40353	79.137
40615	46884	202.997
40615	10359	98.066
40615	4585	82.096
40616	26540	127.444
40616	40618	79.341
40617	40615	121.003
40617	4584	81.895
40618	32749	158.816
40618	40622	79.071
40619	37389	114.305
40619	34433	67.412
40620	40621	88.454
40620	34429	47.737
40621	41513	41.635
40622	30929	127.393
40622	32750	158.868
40622	40624	79.812
40623	38318	45.006
40623	40625	164.494
40624	32751	159.242
40624	17178	22.553
40625	34435	52.976
40626	1560	75.436
40626	40617	254.98899999999998
40627	40626	19.709
40627	40635	111.90700000000001
40628	23658	160.161
40629	6453	127.445
40629	40631	79.209
40630	55213	84.04
40630	42178	124.789
40630	42180	148.039
40631	32752	159.743
40631	40633	79.274
40632	55213	77.839
40632	13540	25.118
40632	12962	182.07600000000002
40633	51767	127.482
40633	40637	79.141
40634	25326	9.802
40634	29050	272.655
40635	40627	46.506
40635	40627	111.907
40636	40640	77.933
40636	50051	147.295
40637	33022	91.233
40637	32756	160.074
40638	42288	48.463
40638	42133	303.615
40639	52481	78.648
40639	35120	221.345
40639	52483	89.283
40639	40641	246.68499999999997
40640	42014	125.735
40640	42017	148.097
40641	42212	89.843
40641	304	85.908
40641	298	430.9799999999999
40641	40639	246.685
40642	14407	80.365
40642	40698	102.1
40642	17231	74.459
40643	11902	168.176
40643	40646	92.78
40644	11032	33.195
40645	27188	32.407
40645	44525	32.007
40645	40647	113.21199999999999
40646	40648	36.382999999999996
40647	40645	113.21200000000002
40648	48358	98.91100000000002
40648	53078	94.15299999999999
40649	41821	33.52
40649	50979	100.48400000000001
40650	40574	159.62
40650	52163	36.869
40651	42192	96.036
40652	46257	29.362
40652	19412	43.941
40653	40116	115.276
40653	41819	60.361
40654	40656	210.247
40654	25274	8.646
40654	7829	75.509
40655	33475	77.504
40655	40649	27.607
40656	19936	50.42
40656	40654	210.247
40656	20598	76.297
40656	7831	77.425
40657	33634	43.77
40658	40659	78.553
40658	21252	196.891
40658	33211	128.227
40659	21253	197.392
40659	40661	75.972
40660	288	80.298
40660	3739	85.716
40661	40663	76.061
40662	40664	63.089
40663	40665	75.972
40663	26793	129.618
40664	40666	80.42
40664	40662	63.089
40664	38637	76.562
40664	38433	75.46
40665	6068	70.814
40665	37863	95.413
40666	40664	80.42
40666	38638	76.865
40666	38435	73.999
40667	37863	236.443
40667	48867	75.993
40668	40667	215.307
40668	48598	76.048
40669	34364	222.13500000000002
40669	30934	1612.0170000000003
40670	40668	153.015
40670	48868	76.035
40671	45386	85.862
40671	45389	85.758
40671	40670	62.445
40671	40672	144.182
40672	40671	144.182
40672	23039	46.779
40672	11129	78.441
40673	40693	37.877
40673	23039	17.189
40674	12888	9.053
40674	29404	85.493
40675	46196	68.65899999999999
40675	37944	278.75300000000004
40675	40676	129.486
40676	50911	77.569
40676	36675	124.566
40676	40675	129.486
40677	52976	18.499
40677	36841	145.597
40678	36675	19.584
40678	41257	89.863
40678	42709	77.457
40679	40682	89.305
40679	42703	59.86
40679	41780	265.75600000000003
40680	40683	77.646
40680	24570	101.712
40681	20350	152.351
40681	20348	115.67500000000001
40681	8845	81.722
40681	40455	84.783
40682	40684	79.149
40682	40679	89.305
40682	41374	312.95500000000004
40682	41780	180.08
40683	31549	128.481
40683	2477	168.73399999999998
40684	15801	81.733
40684	40685	27.773
40684	40682	79.149
40685	48057	105.968
40685	40688	166.922
40685	40684	27.773
40686	23551	85.874
40687	4145	196.047
40687	4143	44.841
40688	13879	51.343
40688	35951	5.343
40688	40685	166.922
40689	25360	3423.249999999999
40690	40691	57.144
40690	35951	44.926
40690	48061	106.62299999999999
40691	40690	57.144
40691	5292	177.03699999999998
40691	40692	95.333
40692	6486	104.14200000000001
40692	40696	43.971
40692	40691	95.333
40693	23040	17.323
40693	48906	79.501
40693	40695	141.554
40694	42180	127.64
40694	38717	146.28900000000002
40694	23999	84.618
40695	11065	79.279
40695	40693	141.554
40695	38568	140.37
40696	6480	91.25
40696	13026	122.226
40696	40692	43.971
40697	40750	207.043
40697	42187	459.234
40698	40642	102.1
40698	40420	176.003
40698	38022	51.5
40699	3572	288.92199999999997
40699	8845	31.357
40699	40420	49.56
40700	48910	80.339
40700	27311	72.513
40700	2556	79.512
40701	21590	29.635
40701	40702	48.389
40701	28799	26.432000000000002
40702	40705	79.849
40702	40701	48.389
40702	28663	104.661
40703	8973	52.642
40703	53671	194.66199999999998
40704	40700	144.35
40704	48914	79.699
40705	28869	101.05499999999999
40705	40702	79.84899999999999
40705	51796	148.45600000000002
40706	40096	54.309
40706	48918	79.635
40706	34128	79.448
40707	12868	77.97300000000001
40707	40697	113.38300000000002
40708	40711	27.57
40708	28869	61.59
40708	15945	141.362
40709	40712	173.913
40709	48877	78.084
40709	53264	78.137
40710	40711	69.813
40710	40715	180.92600000000002
40710	51491	213.375
40711	40710	69.813
40711	40708	27.57
40711	9236	381.84299999999996
40712	40713	238.465
40712	44521	79.071
40712	44519	79.048
40713	13223	200.707
40713	11136	79.391
40713	48878	79.491
40714	48880	79.078
40714	11141	78.859
40714	34696	229.063
40715	48101	68.501
40715	40722	103.927
40715	40710	180.926
40716	48881	76.163
40716	40717	45.755
40717	48884	75.965
40717	5879	79.084
40717	40718	140.787
40718	40719	42.187
40718	13286	69.753
40718	11150	100.254
40719	40720	226.063
40719	11151	79.245
40719	13286	55.257000000000005
40720	48891	76.261
40720	11154	79.176
40720	35371	101.608
40721	40723	86.426
40721	26991	170.16000000000003
40722	34947	135.668
40722	40715	103.92699999999999
40722	42612	135.368
40723	48893	75.968
40723	40724	80.216
40723	27804	164.93300000000002
40724	47669	100.359
40724	47668	138.485
40724	8893	80.889
40724	40723	80.216
40725	40767	981.4419999999999
40726	40248	193.229
40726	52423	428.65299999999996
40727	30864	218.263
40727	42353	719.254
40728	40729	55.325
40729	40730	173.646
40729	40728	55.325
40729	34134	78.112
40729	21325	254.21499999999997
40730	40729	173.646
40730	21325	79.293
40730	34135	78.142
40730	37745	139.75099999999998
40731	50599	187.541
40732	10472	137.235
40732	40731	122.63900000000001
40733	4505	126.635
40733	40734	46.194
40734	41988	124.28800000000001
40735	15305	77.65
40735	40737	182.301
40735	10558	78.009
40736	21476	22.3
40737	15196	36.402
40737	15178	219.935
40737	40735	182.301
40738	40743	88.525
40738	37304	19.703
40738	5457	92.737
40739	30687	326.83799999999997
40739	40333	845.1659999999999
40740	34350	26.055
40740	30299	25.186
40741	640	75.881
40742	21337	77.835
40742	27936	183.258
40742	40741	253.75400000000002
40742	11090	75.838
40743	40738	88.525
40743	40095	61.22
40743	37341	207.986
40744	40748	23.074
40744	25455	158.18300000000002
40745	40747	204.539
40745	49580	76.313
40746	40833	75.759
40746	52144	41.906
40746	11778	77.102
40746	4871	167.555
40747	40749	226.511
40747	11173	80.813
40747	30989	76.314
40748	34148	81.771
40748	32574	21.294
40748	40744	23.073999999999998
40749	11176	80.539
40749	21154	77.49799999999999
40750	40707	349.947
40751	11101	102.264
40751	48897	100.776
40752	40751	199.03799999999998
40752	24549	81.994
40753	40752	63.519
40753	24549	51.302
40753	11105	79.299
40754	21537	19.865000000000002
40755	40753	210.215
40755	8203	79.02400000000002
40755	48901	78.11699999999999
40756	40968	1272.8809999999999
40757	40755	195.25600000000003
40757	11109	77.963
40758	54012	404.19199999999995
40758	20013	567.225
40759	40760	224.032
40759	48856	82.935
40759	21090	81.256
40760	48857	78.998
40760	25207	80.58500000000001
40761	47409	78.96
40761	47406	80.166
40762	40761	205.387
40762	48876	78.317
40762	8036	77.529
40763	40758	1183.0169999999998
40764	1942	80.601
40764	52513	267.3539999999999
40765	1809	275.494
40765	38958	1187.159
40766	22702	160.119
40766	22698	78.775
40766	36860	75.42999999999999
40767	10089	183.791
40768	40750	91.28
40769	29063	27.974
40769	22512	99.675
40770	22702	21.58
40770	22705	214.951
40771	50581	9.629
40772	47861	908.0809999999999
40772	12146	350.112
40772	34947	1064.9270000000001
40773	37261	109.846
40773	38327	78.262
40774	40775	93.55900000000001
40774	40774	155.85399999999998
40774	40774	155.854
40775	40774	93.55900000000001
40775	24995	95.118
40775	37644	119.981
40776	40837	495.72700000000003
40776	53238	22.249
40777	43264	77.986
40777	40778	273.573
40778	41186	78.145
40779	40780	9.166
40780	22860	84.076
40781	38705	274.286
40781	42668	76.982
40782	32572	185.132
40782	10113	88.643
40783	42673	80.673
40784	41887	49.518
40785	40784	58.46
40785	36989	227.399
40786	40787	43.726
40786	12148	142.327
40786	41361	440.581
40786	6211	155.892
40787	40786	43.726
40787	45666	178.703
40787	37944	40.721999999999994
40788	40793	138.347
40788	40779	206.776
40789	42715	79.03200000000001
40789	38465	80.84500000000001
40790	40792	67.05499999999999
40791	40789	38.554
40791	40795	74.912
40792	53705	41.272
40792	15538	62.54299999999999
40793	51715	100.485
40793	40779	93.918
40794	40791	21.387
40794	45977	75.08099999999999
40795	45976	48.837999999999994
40795	38461	46.17
40796	46991	65.908
40797	50920	561.837
40797	40820	171.903
40797	12464	311.597
40798	41434	72.723
40799	40800	82.991
40800	40799	82.991
40800	52312	76.695
40800	44271	72.289
40801	54042	61.363
40801	52097	198.438
40802	12171	24.961
40802	6873	63.216
40803	51160	74.363
40803	40806	62.48700000000001
40803	54581	226.7
40804	3072	25.156
40804	41745	79.53500000000001
40805	38647	80.732
40805	40804	144.009
40806	40803	62.48700000000001
40807	40805	154.26999999999998
40807	41749	78.999
40808	35412	235.738
40809	35688	79.639
40810	40809	154.415
40810	41743	80.098
40811	30865	353.451
40811	41139	887.7940000000001
40812	35413	234.394
40813	35432	235.203
40814	40814	68.966
40814	40814	68.96600000000001
40814	38270	86.24499999999999
40815	40817	229.272
40815	41754	80.421
40816	35428	236.288
40817	38650	79.01400000000001
40818	929	7.274
40818	34090	8.168
40819	29922	82.52799999999999
40820	17485	83.39000000000001
40820	13766	202.84999999999997
40820	32278	230.574
40820	50929	247.432
40820	40797	171.903
40821	35433	227.8
40822	35424	231.468
40823	51888	169.513
40824	35431	228.536
40825	47621	246.06599999999997
